id,title,aliases,bpm,artist,level
1587,Supersonic Generation,supersonic generation|轩辕十四|超音速代,155,Massive New Krew,DX 4 | DX 8 | DX 11+ | DX 13+
1573,Radiance,radiance|江江比耶2|江江比耶|江江|小江江比耶,155,Nhato,DX 4 | DX 6 | DX 10+ | DX 13+
1571,Resolution,resolution|决心|刹那|老婆,190,曲：ANCHOR／歌：皇城 セツナ(CV：八巻 アンナ),DX 5 | DX 7+ | DX 11 | DX 13+
1569,MORNINGLOOM,morningloom|早八,102,saaa,DX 4 | DX 8 | DX 11 | DX 13+
1564,迷える音色は恋の唄,迷える音色は恋の唄|恋歌|音色迷人的恋歌|恋歌1,165,からとPαnchii少年 feat.はるの「Arcaea」,DX 3 | DX 6 | DX 10+ | DX 13+
1557,On your mark (104期 Ver.),on your mark (104期 ver.)|莲之空,154,蓮ノ空女学院スクールアイドルクラブ「Link！Like！ラブライブ！」,DX 3 | DX 6 | DX 9 | DX 12+
1553,ウルトラトレーラー,ウルトラトレーラー|ultra trailer|超预告篇|超预告片|超予告编|炒鱼糕片,155,マサラダ,DX 4 | DX 7 | DX 11 | DX 13+
1551,オーバーライド,オーバーライド|覆写|override|重写|重新改写|覆盖,204,吉田夜世,DX 4 | DX 7+ | DX 11 | DX 13
1546,てらてら,てらてら|忒啦忒啦|熠熠闪光|天马咲希,190,和田たけあき / 初音ミク / Leo/need「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,DX 3 | DX 7 | DX 10 | DX 13
1545,snooze,snooze|屎,150,wotaku feat. SHIKI,DX 4 | DX 6 | DX 10+ | DX 13+
1542,無間嫉妬劇場『666』,無間嫉妬劇場『666』|无间嫉妒剧场,108,森羅万象,DX 3 | DX 7 | DX 10 | DX 13
1539,シリウスの輝きのように,シリウスの輝きのように|天狼星,158,鳳 ここな(CV.石見舞菜香)、静香(CV.長谷川育美)、カトリナ・グリーベル(CV.天城サリー)、新妻八恵(CV.長縄まりあ)、柳場ぱんだ(CV.大空直美)、流石知冴(CV.佐々木李子)「ワールドダイスター 夢のステラリウム」,DX 4 | DX 7+ | DX 10+ | DX 12 | DX 14
1532,ゆけむり魂温泉 II,ゆけむり魂温泉 ii|魂温泉,140,魂音泉,DX 4 | DX 6 | DX 10 | DX 13+
1529,イガク,イガク|医学|我有ユユ症|ユ,170,原口沙輔 feat.重音テト,DX 4 | DX 7 | DX 11 | DX 13+
1528,人マニア,人マニア|人狂|人狂热症|人狂热者,150,原口沙輔 feat.重音テト,DX 3 | DX 6 | DX 10+ | DX 13+
1521,リアライズ,リアライズ|realize,150,柊マグネタイト,DX 3 | DX 6 | DX 10 | DX 13
1520,Chronomia,chronomia|天文钟,227,Lime,DX 6 | DX 8 | DX 12 | DX 14
1519,Ultimate taste,ultimate taste|芙兰教你认曲风,200,ぱらどっと,DX 5 | DX 7+ | DX 11 | DX 13+
1518,ずんだパーリナイ,ずんだパーリナイ|俊达派对之夜|俊达萌派对|俊达萌派对之夜|俊达萌,150,なみぐる feat.ずんだもん,DX 4 | DX 7 | DX 10 | DX 13+
1517,デビルじゃないもん,デビルじゃないもん|才不是恶魔呢|才不是恶魔,154,"DECO*27, ピノキオピー",DX 3 | DX 6 | DX 9+ | DX 13
1516,マツケンサンバⅡ,マツケンサンバⅱ,133,松平健 [covered by 光吉猛修],DX 3 | DX 6 | DX 9+ | DX 12+
1515,愛包ダンスホール,愛包ダンスホール|爱派dancehall|爱包|爱包舞厅,141,HIMEHINA,DX 3 | DX 6 | DX 9 | DX 13
1514,唱,唱,132,Ado,DX 2 | DX 6 | DX 9 | DX 11+ | DX 13
1513,ダーリンダンス,ダーリンダンス|darling dance|达令跳舞,153,かいりきベア,DX 3 | DX 7 | DX 9+ | DX 11+ | DX 13
1511,勇者,勇者|芙莉莲,104,YOASOBI「葬送のフリーレン」,DX 3 | DX 6 | DX 9+ | DX 11+ | DX 13
1509,Elemental Ethnic,elemental ethnic|狗叫机关枪|机枪肌肉男|机关枪|香草|老公|元素民族,163,Yooh,DX 6 | DX 8 | DX 12+ | DX 14
1505,Ai C,ai c|aic|艾草|挨草|爱丽丝的摇篮|三小只,191,Feryquitous,DX 5 | DX 8 | DX 12 | DX 14
1504,Baqeela,baqeela|巴奎拉,130,owl＊tree,DX 3 | DX 6 | DX 10+ | DX 13+
1503,最っ高のエンタメだ!!,最っ高のエンタメだ!!|最高|最棒的娱乐,276,曲：本田正樹(Dream Monster)／歌：7EVENDAYS⇔HOLIDAYS [井之原 小星(CV：ももの はるな)、柏木 咲姫(CV：石見 舞菜香)],DX 5 | DX 7 | DX 11 | DX 13+
1502,まっすぐ→→→ストリーム！,まっすぐ→→→ストリーム！|右右右|千夏冲击！|→→→|千夏火箭,184,曲：本多友紀（Arte Refact）／歌：日向 千夏(CV：岡咲 美保),DX 4 | DX 7 | DX 10+ | DX 13
1492,スティールユー,スティールユー|steelyou|钢铁般的你|steal you,190,Omoi「#コンパス」,DX 3 | DX 7+ | DX 11 | DX 13
1491,ラヴィ,ラヴィ|lavie|拉薇|拉比|纳里纳里|lavi,183,すりぃ,DX 4 | DX 7 | DX 10+ | DX 13
1484,Make Up Your World feat. キョンシーのCiちゃん & らっぷびと,make up your world feat. キョンシーのciちゃん & らっぷびと,180,t+pazolite & Srav3R,DX 5 | DX 7+ | DX 10+ | DX 13
1477,INFiNiTE ENERZY -Overdoze-,infinite enerzy -overdoze-|ieo|坟头自拍|坟前|坟头拍照|坟前自拍|无限力量依赖|🧺子|无限能量|am2|屁股肉|臀大肌|判定线不动最多16.3|infinity overdoze,180,Reku Mochizuki,DX 5 | DX 8 | DX 13 | DX 14
1471,ザムザ,ザムザ|萨姆沙|阿萨姆|samsa|砸木砸,121,てにをは,DX 1 | DX 6 | DX 9+ | DX 12+
1470,バカ通信,バカ通信|笨蛋通信|琪露诺通信|八力通信|笨蛋通讯|八力通讯|通信|baka通信|八嘎通信|泡通信|9通信|⑨通信,240,isonosuke,DX 5 | DX 7+ | DX 11 | DX 13+
1469,ライアーダンサー,ライアーダンサー|谎言舞者|蓝牙舞者|liardancer|ld|蓝牙|哦多累|蓝牙单色|liar dancer|铁托摇|欧都累,170,マサラダ,DX 3 | DX 7 | DX 10 | DX 13
1467,新人類,新人類|镜音铃|新人类,144,まらしぃ×じん×堀江晶太(kemu) feat.鏡音リン,DX 3 | DX 6 | DX 10+ | DX 13+
1462,おくすり飲んで寝よう,おくすり飲んで寝よう|吃药|吃完药就睡觉|吃完药就睡觉吧|吃完药睡觉|吃药睡觉|吃完药药睡觉觉|吃了药就去睡吧|吃完药躺板板|药娘,130,もちうつね,DX 3 | DX 6 | DX 9+ | DX 12+
1461,サイバーサンダーサイダー,サイバーサンダーサイダー|火柴人|ctc|小人打拳|cyber thunder cider|粉笔人,145,EZFG,DX 4 | DX 6 | DX 10+ | DX 13+
1458,ouroboros -twin stroke of the end-,ouroboros -twin stroke of the end-|衔尾蛇|我们的菠萝,188,Cranky VS MASAKI「グルーヴコースター 3EX ドリームパーティー」より,DX 6 | DX 9 | DX 12 | DX 14
1456,VOLT,volt|伏特,174,aran「グルーヴコースター」,DX 3 | DX 7 | DX 10+ | DX 13
1454,MUSIC PЯAYER,music pяayer|musicprayer|幻想回廊|音祷|音乐播放器|music prayer,168,A-One,DX 4 | DX 6 | DX 10 | DX 13+
1443,壱雫空,壱雫空|木柜子|咕咕嘎嘎|mygo|老下空|它下空|一滴雨|粉色奶龙|匕下工|🐧|壳卡空|那啥空|一雫空|高松灯|卖狗|五把伞|士冖匕雨下空|卖沟|某某空|一休尼|一拿空|又有一集开始了,204,MyGO!!!!!,DX 3 | DX 7 | DX 11 | DX 13+
1442,匿名M,匿名m|请不要人肉我哦|初音采访,140,ピノキオピー,DX 3 | DX 7 | DX 9+ | DX 12+
1441,New York Back Raise,new york back raise|纽约赌场|nybr|赌场|德州扑克|努力哥输给天赋比|四条输给皇家同花顺|皇家同花顺|纽约回升|新约克回来赌|赌博,160,saaa + kei_iwata + stuv + わかどり,DX 3 | DX 7+ | DX 12+ | DX 13+
1438,酔いどれ知らず,酔いどれ知らず|不知醉,115,Kanaria,DX 2 | DX 6 | DX 8 | DX 11+ | DX 13
1437,ラビットホール,ラビットホール|兔子洞|rabbithole|初音未来下海|rabbit hole,173,DECO*27,DX 3 | DX 7 | DX 9+ | DX 11+ | DX 13
1436,アイドル,アイドル|爱豆|偶像|idol|我推的孩子|推子|星野爱,166,YOASOBI,DX 3 | DX 6 | DX 9+ | DX 11 | DX 13
1435,寝起きヤシの木,寝起きヤシの木|早起椰树头|歌爱冲刺|早起冲天炮|寝起,160,ゆこぴ,DX 3 | DX 6 | DX 9+ | DX 12+
1434,強風オールバック,強風オールバック|强风大背头|强风才一儿|歌爱雪切菜|强风,135,ゆこぴ,DX 2 | DX 6 | DX 9+ | DX 12+
1433,過去を喰らう,過去を喰らう|吞噬过去|花谱|吃过去,187,花譜,DX 4 | DX 7 | DX 10 | DX 13
1432,INTERNET YAMERO,internet yamero|地雷女2|超天酱2|快远离互联网|卷纸maimai|互联网太棒了|躁郁症|†升天†|马赛克2|200个绝赞|朝天椒2|地雷女不要啊|互联网毁了我|yamero|地雷女|超天酱,185,Aiobahn feat. KOTOKO「NEEDY GIRL OVERDOSE」,DX 4 | DX 7+ | DX 10+ | DX 11+ | DX 13+
1431,MarbleBlue.,marbleblue.|妈宝蓝|大理石蓝|蓝弹珠,198,MisoilePunch♪,DX 6 | DX 8 | DX 12+ | DX 14
1430,Λzure Vixen,λzure vixen|av|凯南|猩红凝视|我独自升级|维导|蓝的狐|azure vixen|有格调|高塔|azurevixen|老公|理财产品|失控银河,163,かめりあ,DX 6 | DX 8 | DX 13 | DX 14+
1419,WE'RE BACK!!,we're back!!|我们回来了|我们是背|weareback|老公,185,Zekk,DX 4 | DX 8 | DX 12 | DX 14
1418,インパアフェクシオン・ホワイトガアル,インパアフェクシオン・ホワイトガアル|文学少女|不完美少女|月乃|不完美白色女孩|霸道总裁爱上我|不完美的白色少女|不完美的白之少女|不完美的白色女孩|白女|冴川芽依|女孩看书|积木月乃|imperfection|紫毛读书|imperfection white girl,207,ツミキ feat.月乃,DX 4 | DX 7+ | DX 11 | DX 14
1417,Ring,ring,132,R Sound Design feat.向日葵,DX 2 | DX 6 | DX 9+ | DX 12+
1413,ジェヘナ,ジェヘナ|地狱|gehenna,128,wotaku,DX 2 | DX 6 | DX 9+ | DX 13
1412,渦状銀河のシンフォニエッタ,渦状銀河のシンフォニエッタ|标抽水马桶|标银河|标马桶|标涡状银河|涡状银河交响曲|涡状马桶|涡状银河|抽水马桶|银河|涡状台风|冲水马桶|马桶|🚽|涡状伊岛|涡状银河的小交响曲|漩涡马桶,238,山本真央樹,DX 3 | DX 8 | DX 11+ | DX 14+ ; STD 5 | STD 9 | STD 12+ | STD 14
1405,あなたは世界の終わりにずんだを食べるのだ,あなたは世界の終わりにずんだを食べるのだ|海鲜味毛豆|你在这世界的终焉，吃下了俊达|世界终食|俊达萌被吃|俊达萌打电报|俊达萌发电报|世终俊达|食终孤独|摩斯密码|在世界末日吃掉了俊达|摩斯电码|俊达萌|电报|俊达萌流口水|世界终,140,なみぐる,DX 2 | DX 6 | DX 9+ | DX 12+
1383,神威,神威|太湖之光|kamui,210,TJ.hangneil,DX 6 | DX 8+ | DX 12+ | DX 14+
1381,トンデモワンダーズ,トンデモワンダーズ|不可思议的wonders|不可思议的奇迹|不可思议的wonder|世界解体还有10秒,172,sasakure.UK,DX 3 | DX 7 | DX 10 | DX 13+
1380,story,,220,前島麻由「異世界おじさん」,DX 3 | DX 7+ | DX 10+ | DX 12
1373,Energizing Flame,energizing flame|能量火焰|瑞文皇帝2|粉色机娘|特蕾西娅|粉红机娘|机娘3|钢铁机娘2|ef|能量火|激励火焰|激发火焰,201,Artifact vs. Dualcast,DX 6 | DX 8 | DX 12+ | DX 14
1368,Burn My Soul,burn my soul|红烧天堂|烧我的魂|燃烧吧我的中二魂,180,She is Legend「ヘブンバーンズレッド」,DX 4 | DX 7+ | DX 10 | DX 12+
1367,星界ちゃんと可不ちゃんのおつかい合騒曲,星界ちゃんと可不ちゃんのおつかい合騒曲|星界小姐和可不小姐的外出合奏曲|星界可不合骚曲|马赛克可不|马赛克|星界酱和可不酱的采购合奏曲|星界可不|星界|可不敢笑|猫抓板|圆头耄耋模拟器|屎|ba|星姐,220,南ノ南,DX 5 | DX 8 | DX 11+ | DX 13+
1366,Latent Kingdom,latent kingdom|曲师打架|lk|俩曲师打架|三十块|潜伏王国|大lk|三十块钱|老二大战大国奏音|老二vs大国奏音|东北商战|白魔爪vs黑魔爪|我售卖东北玉米|别样的小提琴大赛|两个男人拉小提琴|东北菜市场|我售卖东北竹笋|奏音快跑|潜在王国,201,Laur vs 大国奏音,DX 6 | DX 8 | DX 12+ | DX 14+
1365,ノンブレス・オブリージュ,ノンブレス・オブリージュ|喘不上来气|喘不上气|non-breath oblige|不要呼吸|我喘不上气儿|无呼吸|无呼吸义务|我喘不上气|看见光|萃萃薯条|我喘不上气我喘不上气|呼吸困难,148,ピノキオピー,DX 3 | DX 7 | DX 10 | DX 13
1353,バグ,バグ|八夕|mfy3|紫皮糖|故障|bug|月狼鸟了没分|八股|咕噜咕噜|爸爸的雷达,186,かいりきベア,DX 4 | DX 7 | DX 10 | DX 11+ | DX 13+
1352,さくゆいたいそう,さくゆいたいそう|我等心友|sakuyui taisou|sakuyui exercise|咲唯体操|女同17|管人体操,160,さくゆい,DX 2 | DX 6 | DX 9+ | DX 12+
1351,青春コンプレックス,孤独摇滚|青春症候群,190,結束バンド「ぼっち・ざ・ろっく！」,DX 3 | DX 7 | DX 10 | DX 11+ | DX 13+
1347,1000年生きてる,1000年生きてる|超越光2|别急24|超越窗|1000年生|千年|一千年生|千年生|壁尻|存活千年,100,いよわ,DX 3 | DX 7+ | DX 9 | DX 13
1346,熱異常,熱異常|热异常|冷正常|足立零,183,いよわ,DX 4 | DX 7+ | DX 10 | DX 12 | DX 13+
1345,GEOMETRIC DANCE,geometric dance|gd|几何跳舞|几何舞蹈|几何之舞|几何舞|理财产品,150,山本真央樹,DX 4 | DX 7+ | DX 12 | DX 14
1344,SQUAD-Phvntom-,squad-phvntom-|丝瓜|sp|quaso|战术小队|幻影小队|squad|幽灵小队|丝瓜饭桶|squad phvntom,200,Getty vs DJ DiA,DX 5 | DX 7+ | DX 12+ | DX 14
1338,PUPA,pupa|🦋|蓝的蝶|拉瓦2|大蓝闪蝶|噗趴|蝶魔王|噗啪|扑爬|东方树叶茉莉花茶|蝴蝶|公交车|蓝蝴蝶|隐形的翅膀|扑棱蛾子|蓝色蝴蝶,202,モリモリあつし,DX 6 | DX 7+ | DX 12+ | DX 14
1337,LAMIA,lamia|战斗服宵崎奏|刹那|刹那拉面|拉米亚|拉弥亚|拉面|香草|雅迪,199,BlackY,DX 6 | DX 8 | DX 13 | DX 14+
1336,Last Kingdom,last kingdom|小lk|luke|lk|最后王国|最后的王国|终末帝|失落王国|拔小蒜,150,USAO,DX 4 | DX 7+ | DX 12 | DX 13+
1335,Y.Y.Y.計画!!!!,y.y.y.計画!!!!|计画|yyy|yyy计画|yyy计划|世界计划,186,曲：烏屋茶房／歌：R.B.P. [九條 楓(CV：佳村 はるか)、逢坂 茜(CV：大空 直美)、珠洲島 有栖(CV：長縄 まりあ)],DX 4 | DX 7+ | DX 10+ | DX 13
1334,STARRED HEART,starred heart|星心,140,曲：広川恵一 (MONACA)／歌：オンゲキシューターズ,DX 3 | DX 5 | DX 9+ | DX 12
1333,絶対敵対メチャキライヤー,絶対敵対メチャキライヤー|绝对敌对|绝对敌对大讨厌|绝对敌对超级讨厌|宿敌就是宿敌啊,190,メドミア,DX 3 | DX 7+ | DX 9+ | DX 12+
1332,ド屑,ド屑|头屑|追追|卜屑|屑|人渣|渣滓|兰立忠|大人渣,115,なきそ,DX 2 | DX 6 | DX 9 | DX 13
1330,まにまに,まにまに|manimani|马尼马尼|射箭|女人射箭|随之任之|🏹|任之随之,174,r-906,DX 4 | DX 7 | DX 9+ | DX 12+
1329,超熊猫的周遊記（ワンダーパンダートラベラー）,超熊猫的周遊記（ワンダーパンダートラベラー）|周游记|超雄猫|超熊猫的周游记|超熊猫|四川禁曲|超能猫|超雄|我们是幻想麒麟,121,FANTAGIRAFF,DX 4 | DX 7+ | DX 12+ | DX 14+
1324,テオ,テオ|teo|天才|提欧|将手|亍才,185,Omoi,DX 5 | DX 7+ | DX 10+ | DX 13
1323,Vallista,vallista|瓦里斯塔,180,削除,DX 4 | DX 8 | DX 12+ | DX 14
1312,Snow Colored Score,snow colored score|雪颜色分数|雪色分|scs|雪色记录,164,イロドリミドリ,DX 2 | DX 6 | DX 9+ | DX 12+
1309,つるぺったん,つるぺったん|醋溜便当2|醋溜便当|伊吹萃香|萃香|西瓜|平胸之歌|贫乳便当,180,Silver Forest,DX 4 | DX 7+ | DX 10 | DX 12
1307,花となれ,花となれ|幻化成花|像花一样呐|成为一朵花|变成一朵花|可不呲牙|化成花|变成花|成为花朵|可不花,130,雄之助　feat. 可不,DX 2 | DX 6 | DX 8+ | DX 12
1306,インターネットサバイバー,インターネットサバイバー|网瘾二小姐|兰|东方超天酱|互联网幸存者|网络幸存者|互联网生存者|东方互联网|芙兰朵露重度依赖|东方女孩重度依赖|internet survivor|芙兰朵露|生存者,172,あやぽんず＊ feat.ビートまりお × まろん,DX 3 | DX 7 | DX 11 | DX 13
1296,Cthugha,cthugha|火球|火神2|火神|大火球|🎃|炎头|古神|克图格亚|赛图格亚|南瓜头|岩浆怪|屎|屁股肉金曲,213,USAO「Muse Dash」,DX 6 | DX 8+ | DX 12 | DX 14
1287,INTERNET OVERDOSE,internet overdose|overdose|超天酱|小天使请安|玉玉症|管人|kotoko|地雷女|io|我有玉玉症|daisuke|主播女孩重度依赖|网络过量|我有抑郁症|升天|主播女孩|土豆地雷|74块钱|朝天椒,163,Aiobahn feat. KOTOKO「NEEDY GIRL OVERDOSE」,DX 4 | DX 7 | DX 10+ | DX 13
1286,Knight Rider,knight rider|骑乘|骑骑|骑骑士士|骑士骑骑士|kr|骑士骑士|疯狂星期四|骑士踢,200,USAO「WACCA」,DX 5 | DX 8 | DX 11 | DX 13+
1285,Let you DIVE!,let you dive!|让你潜|let you dive|伊丽莎白|让你潜水|wacca|lyd|让你落,185,HARDCORE TANO*C & エリザベス（CV:大西沙織）「WACCA」,DX 3 | DX 7+ | DX 11 | DX 12+
1283,キャットラビング,キャットラビング|白毛红瞳猫娘|香椎|爱猫tv|cat loving|爱猫|搓猫|坠入爱河的猫,163,香椎モイミ,DX 2 | DX 6 | DX 8+ | DX 12+
1282,ロウワー,ロウワー|mzk二箱|堕落眼界|犹大|mzk2|lower|蛇女,132,ぬゆり / MEIKO / 25時、ナイトコードで。「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,DX 2 | DX 6 | DX 8+ | DX 11 | DX 13
1281,おとせサンダー,おとせサンダー|otosethunder|雷落|落下雷霆|落雷|司空震,177,ぼっちぼろまる,DX 3 | DX 6 | DX 9+ | DX 11 | DX 13+
1280,阿修羅ちゃん,阿修羅ちゃん|阿修罗酱|阿修罗,156,Ado,DX 3 | DX 6 | DX 10 | DX 13
